,name,score
1506,B7_4,0.00012561867
1507,A6_intTarget_0.0_mean*A6_intTarget_1.0_mean,0.00012561867
1508,A10_intTarget_0.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,0.00012561867
1509,B14_to_A20_2_A20_1_A17chengji_intTarget_3.0_mean,0.00012561867
1510,A17_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,0.00012561867
1511,yb_cut_mean_intTarget_1.0_mean*A15_intTarget_0.0_mean,0.00012561867
1512,样本id_cut_intTarget_2.0_mean/yb_cut_mean_intTarget_3.0_mean,0.00012561867
1513,样本id_cut_intTarget_4.0_mean/A27_intTarget_0.0_mean,0.00012561867
1514,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/A12_intTarget_1.0_mean,0.00012561867
1515,A25_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,0.00011933774
1516,A10_intTarget_1.0_mean*yb_cut_mean_intTarget_3.0_mean,0.00011933774
1517,yb_cut_mean_77,0.00011933774
1518,A24_10,0.00011933774
1519,A17_intTarget_3.0_mean,0.00011933774
1520,样本id_cut_intTarget_3.0_mean/B6_intTarget_0.0_mean,0.00011933774
1521,yb_cut_mean_intTarget_0.0_mean/A20_2_A20_1_A17chengji_intTarget_1.0_mean,0.00011933774
1522,B7_intTarget_0.0_mean*B5_intTarget_0.0_mean,0.00011933774
1523,A5_intTarget_0.0_mean*A5_intTarget_1.0_mean,0.00011933774
1524,样本id_cut_intTarget_1.0_mean/yb_cut_mean_intTarget_0.0_mean,0.00011933774
1525,yb_cut_mean_intTarget_4.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,0.00011933774
1526,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean/B6_intTarget_0.0_mean,0.00011933774
1527,A10_intTarget_0.0_mean*yb_cut_mean_intTarget_0.0_mean,0.00011933774
1528,A24_hnew_A20_2_intTarget_4.0_mean,0.00011933774
1529,yb_cut_mean_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,0.00011933774
1530,A5_intTarget_2.0_mean*B7_intTarget_4.0_mean,0.00011933774
1531,B12_intTarget_1.0_mean,0.00011933774
1532,B10_intTarget_4.0_mean,0.00011933774
1533,B6_intTarget_0.0_mean/A15_intTarget_1.0_mean,0.00011933774
1534,样本id_cut_intTarget_0.0_mean*A15_intTarget_1.0_mean,0.00011933774
1535,样本id_cut_intTarget_0.0_mean/A15_intTarget_1.0_mean,0.00011933774
1536,B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean/B6_intTarget_0.0_mean,0.00011933774
1537,A11_hnew_A9_hnew_A10chengji_2,0.00011933774
1538,B9_2_B9_1_intTarget_3.0_mean,0.00011933774
1539,B1_intTarget_4.0_mean,0.00011933774
1540,A5_intTarget_1.0_mean*B7_intTarget_1.0_mean,0.000113056805
1541,样本id_cut_62,0.000113056805
1542,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean/A12_intTarget_1.0_mean,0.000113056805
1543,yb_cut_mean_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,0.000113056805
1544,A10_intTarget_0.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,0.000113056805
1545,A10_intTarget_0.0_mean*B6_intTarget_0.0_mean,0.000113056805
1546,yb_cut_mean_intTarget_1.0_mean/A27_intTarget_0.0_mean,0.000113056805
1547,A27_intTarget_1.0_mean*A27_intTarget_0.0_mean,0.000113056805
1548,B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,0.000113056805
1549,样本id_cut_intTarget_4.0_mean*A15_intTarget_0.0_mean,0.000113056805
1550,A6_intTarget_0.0_mean*yb_cut_mean_intTarget_0.0_mean,0.000113056805
1551,yb_cut_mean_intTarget_1.0_mean*B5_intTarget_1.0_mean,0.000113056805
1552,A10_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean,0.000113056805
1553,样本id_cut_intTarget_4.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,0.000113056805
1554,A10_intTarget_1.0_mean/A27_intTarget_0.0_mean,0.000113056805
1555,A27_intTarget_0.0_mean*A15_intTarget_0.0_mean,0.000113056805
1556,yb_cut_mean_intTarget_3.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,0.000113056805
1557,B11_intTarget_2.0_mean,0.000113056805
1558,A10_intTarget_1.0_mean*yb_cut_mean_intTarget_1.0_mean,0.000113056805
1559,B9_2_B9_1_intTarget_0.0_mean,0.000113056805
1560,B10_2_B10_1_intTarget_0.0_mean,0.000113056805
1561,A12_intTarget_0.0_mean*B6_intTarget_0.0_mean,0.000113056805
1562,B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean*A12_intTarget_1.0_mean,0.000113056805
1563,B1_intTarget_2.0_mean,0.000113056805
1564,yb_cut_mean_intTarget_2.0_mean*A27_intTarget_0.0_mean,0.000113056805
1565,yb_cut_mean_90,0.000113056805
1566,B7_intTarget_0.0_mean/A15_intTarget_1.0_mean,0.000113056805
1567,yb_cut_mean_intTarget_2.0_mean/A27_intTarget_1.0_mean,0.000113056805
1568,A20_2_A20_1_A17chengji_1,0.000113056805
1569,A16_intTarget_0.0_mean,0.000113056805
1570,A12_intTarget_3.0_mean,0.000113056805
1571,B6_1,0.000113056805
1572,样本id_cut_intTarget_0.0_mean/yb_cut_mean_intTarget_1.0_mean,0.00010677587
1573,B7_intTarget_1.0_mean/B7_intTarget_4.0_mean,0.00010677587
1574,样本id_cut_intTarget_4.0_mean*A27_intTarget_0.0_mean,0.00010677587
1575,yb_cut_mean_intTarget_0.0_mean*A12_intTarget_1.0_mean,0.00010677587
1576,A5_intTarget_2.0_mean*yb_cut_mean_intTarget_0.0_mean,0.00010677587
1577,样本id_cut_intTarget_0.0_mean/样本id_cut_intTarget_2.0_mean,0.00010677587
1578,样本id_cut_intTarget_2.0_mean*yb_cut_mean_intTarget_4.0_mean,0.00010677587
1579,A28_2_A28_1_A27chengji_8,0.00010677587
1580,B4_intTarget_0.0_mean,0.00010677587
1581,样本id_cut_intTarget_4.0_mean*A27_intTarget_1.0_mean,0.00010677587
1582,A22_intTarget_0.0_mean,0.00010677587
1583,B10_1_B9_2_intTarget_3.0_mean,0.00010677587
1584,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean*B6_intTarget_0.0_mean,0.00010677587
1585,样本id_cut_intTarget_4.0_mean/A17_intTarget_1.0_mean,0.00010677587
1586,A16_intTarget_4.0_mean,0.00010677587
1587,B1_intTarget_1.0_mean,0.00010677587
1588,B5_intTarget_0.0_mean*B5_intTarget_1.0_mean,0.00010677587
1589,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/A15_intTarget_0.0_mean,0.00010677587
1590,B11_1_B10_2_intTarget_2.0_mean,0.00010677587
1591,样本id_cut_40,0.00010677587
1592,A12_intTarget_0.0_mean*yb_cut_mean_intTarget_1.0_mean,0.00010677587
1593,A5_intTarget_1.0_mean*yb_cut_mean_intTarget_4.0_mean,0.00010677587
1594,yb_cut_mean_intTarget_2.0_mean*A27_intTarget_1.0_mean,0.00010677587
1595,B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,0.00010677587
1596,B4_2_B4_1_0,0.00010677587
1597,A25_intTarget_0.0_mean*yb_cut_mean_intTarget_0.0_mean,0.00010049494
1598,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,0.00010049494
1599,B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean*A15_intTarget_1.0_mean,0.00010049494
1600,A12_intTarget_2.0_mean,0.00010049494
1601,A6_7,0.00010049494
1602,样本id_cut_intTarget_3.0_mean*yb_cut_mean_intTarget_0.0_mean,0.00010049494
1603,A27_intTarget_1.0_mean*yb_cut_mean_intTarget_0.0_mean,0.00010049494
1604,样本id_cut_24,0.00010049494
1605,B7_intTarget_0.0_mean*yb_cut_mean_intTarget_1.0_mean,0.00010049494
1606,B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,0.00010049494
1607,B11_2_B11_1_B8chengji_intTarget_4.0_mean,0.00010049494
1608,A24_hnew_A20_2_7,0.00010049494
1609,yb_cut_mean_intTarget_4.0_mean*A20_2_A20_1_A17chengji_intTarget_1.0_mean,0.00010049494
1610,B9_1_B7_hnew_intTarget_1.0_mean,0.00010049494
1611,B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,0.00010049494
1612,yb_cut_mean_intTarget_3.0_mean*B5_intTarget_1.0_mean,0.00010049494
1613,B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean/A15_intTarget_1.0_mean,0.00010049494
1614,A10_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean,0.00010049494
1615,yb_cut_mean_intTarget_1.0_mean*A27_intTarget_0.0_mean,0.00010049494
1616,B7_intTarget_0.0_mean/B7_intTarget_1.0_mean,0.00010049494
1617,样本id_cut_intTarget_2.0_mean/yb_cut_mean_intTarget_4.0_mean,0.00010049494
1618,B7_14,9.4214e-05
1619,yb_cut_mean_76,9.4214e-05
1620,A27_intTarget_1.0_mean,9.4214e-05
1621,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,9.4214e-05
1622,yb_cut_mean_intTarget_2.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean,9.4214e-05
1623,样本id_cut_intTarget_1.0_mean*yb_cut_mean_intTarget_0.0_mean,9.4214e-05
1624,B8_intTarget_1.0_mean,9.4214e-05
1625,样本id_cut_intTarget_3.0_mean/A15_intTarget_1.0_mean,9.4214e-05
1626,A11_hnew_A9_hnew_A10chengji_intTarget_3.0_mean,9.4214e-05
1627,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean*yb_cut_mean_intTarget_0.0_mean,9.4214e-05
1628,A25_intTarget_4.0_mean,9.4214e-05
1629,样本id_cut_intTarget_2.0_mean/yb_cut_mean_intTarget_1.0_mean,9.4214e-05
1630,A24_hnew_A20_2_A22chengji_8,9.4214e-05
1631,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean*yb_cut_mean_intTarget_0.0_mean,9.4214e-05
1632,yb_cut_mean_intTarget_4.0_mean/A5_intTarget_2.0_mean,9.4214e-05
1633,A17_intTarget_1.0_mean,9.4214e-05
1634,B11_intTarget_3.0_mean,9.4214e-05
1635,A6_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,9.4214e-05
1636,yb_cut_mean_intTarget_2.0_mean*B6_intTarget_0.0_mean,9.4214e-05
1637,样本id_cut_intTarget_3.0_mean,9.4214e-05
1638,yb_cut_mean_intTarget_2.0_mean/A27_intTarget_0.0_mean,9.4214e-05
1639,B14_to_A5_intTarget_2.0_mean,9.4214e-05
1640,A10_intTarget_0.0_mean,9.4214e-05
1641,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,9.4214e-05
1642,样本id_cut_intTarget_4.0_mean/A27_intTarget_1.0_mean,9.4214e-05
1643,B7_intTarget_0.0_mean*yb_cut_mean_intTarget_0.0_mean,9.4214e-05
1644,A10_intTarget_0.0_mean*yb_cut_mean_intTarget_3.0_mean,9.4214e-05
1645,B7_intTarget_0.0_mean/B7_intTarget_4.0_mean,9.4214e-05
1646,yb_cut_mean_intTarget_3.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean,9.4214e-05
1647,B5_intTarget_0.0_mean,9.4214e-05
1648,B7_intTarget_1.0_mean*yb_cut_mean_intTarget_0.0_mean,8.793307e-05
1649,yb_cut_mean_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,8.793307e-05
1650,A14_intTarget_3.0_mean,8.793307e-05
1651,B7_intTarget_1.0_mean*yb_cut_mean_intTarget_4.0_mean,8.793307e-05
1652,B7_intTarget_0.0_mean*B7_intTarget_1.0_mean,8.793307e-05
1653,A14_intTarget_0.0_mean,8.793307e-05
1654,yb_cut_mean_intTarget_1.0_mean*A27_intTarget_1.0_mean,8.793307e-05
1655,B6_intTarget_1.0_mean,8.793307e-05
1656,yb_cut_mean_intTarget_3.0_mean/A15_intTarget_0.0_mean,8.793307e-05
1657,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,8.793307e-05
1658,B4_0,8.793307e-05
1659,B9_1_B7_hnew_intTarget_3.0_mean,8.793307e-05
1660,样本id_cut_intTarget_1.0_mean/yb_cut_mean_intTarget_3.0_mean,8.793307e-05
1661,yb_cut_mean_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,8.793307e-05
1662,B10_0,8.1652135e-05
1663,A6_8,8.1652135e-05
1664,A12_5,8.1652135e-05
1665,A6_19,8.1652135e-05
1666,yb_cut_mean_intTarget_0.0_mean*A20_2_A20_1_A17chengji_intTarget_1.0_mean,8.1652135e-05
1667,样本id_cut_88,8.1652135e-05
1668,yb_cut_mean_intTarget_2.0_mean/A15_intTarget_1.0_mean,8.1652135e-05
1669,A5_intTarget_1.0_mean/A5_intTarget_2.0_mean,8.1652135e-05
1670,A20_2_A20_1_A17chengji_4,8.1652135e-05
1671,A11_hnew_A9_hnew_A10chengji_intTarget_0.0_mean,8.1652135e-05
1672,A20_2_A20_1_A17chengji_intTarget_1.0_mean,8.1652135e-05
1673,yb_cut_mean_intTarget_2.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,8.1652135e-05
1674,yb_cut_mean_intTarget_4.0_mean/B5_intTarget_1.0_mean,8.1652135e-05
1675,B4_intTarget_3.0_mean,8.1652135e-05
1676,yb_cut_mean_intTarget_0.0_mean/B5_intTarget_1.0_mean,8.1652135e-05
1677,B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,8.1652135e-05
1678,样本id_cut_intTarget_2.0_mean*A15_intTarget_1.0_mean,8.1652135e-05
1679,yb_cut_mean_intTarget_2.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,8.1652135e-05
1680,yb_cut_mean_intTarget_3.0_mean*B7_intTarget_0.0_mean,8.1652135e-05
1681,B5_44,8.1652135e-05
1682,yb_cut_mean_intTarget_0.0_mean/A12_intTarget_1.0_mean,8.1652135e-05
1683,B8_intTarget_0.0_mean,8.1652135e-05
1684,样本id_cut_intTarget_4.0_mean/yb_cut_mean_intTarget_1.0_mean,8.1652135e-05
1685,A14_intTarget_4.0_mean,8.1652135e-05
1686,b14/a1_a3_a4_a19_b1_b12*yb_cut_mean_intTarget_3.0_mean,8.1652135e-05
1687,B7_intTarget_1.0_mean,7.53712e-05
1688,B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean*A15_intTarget_1.0_mean,7.53712e-05
1689,B7_intTarget_4.0_mean,7.53712e-05
1690,yb_cut_mean_intTarget_3.0_mean*A27_intTarget_0.0_mean,7.53712e-05
1691,B12_intTarget_0.0_mean,7.53712e-05
1692,A10_intTarget_1.0_mean*yb_cut_mean_intTarget_0.0_mean,7.53712e-05
1693,A12_intTarget_0.0_mean,7.53712e-05
1694,样本id_cut_20,7.53712e-05
1695,样本id_cut_intTarget_3.0_mean*A27_intTarget_0.0_mean,7.53712e-05
1696,样本id_cut_16,7.53712e-05
1697,yb_cut_mean_intTarget_2.0_mean*A15_intTarget_1.0_mean,7.53712e-05
1698,B4_2_B4_1_B1chengji_20,7.53712e-05
1699,B7_intTarget_4.0_mean/B5_intTarget_1.0_mean,7.53712e-05
1700,A24_hnew_A20_2_A22chengji_intTarget_2.0_mean,7.53712e-05
1701,A28_1_A26_hnew_A27chengji_intTarget_1.0_mean,7.53712e-05
1702,A5_intTarget_1.0_mean*yb_cut_mean_intTarget_0.0_mean,7.53712e-05
1703,样本id_cut_intTarget_4.0_mean/A15_intTarget_1.0_mean,7.53712e-05
1704,A17_intTarget_2.0_mean,7.53712e-05
1705,A16_intTarget_3.0_mean,7.53712e-05
1706,A5_6,7.53712e-05
1707,B6_6,7.53712e-05
1708,yb_cut_mean_intTarget_2.0_mean/B6_intTarget_0.0_mean,7.53712e-05
1709,B7_11,7.53712e-05
1710,A5_intTarget_0.0_mean/A5_intTarget_1.0_mean,7.53712e-05
1711,B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean*yb_cut_mean_intTarget_0.0_mean,7.53712e-05
1712,b14/a1_a3_a4_a19_b1_b12*yb_cut_mean_intTarget_0.0_mean,7.53712e-05
1713,yb_cut_mean_intTarget_3.0_mean*A12_intTarget_0.0_mean,7.53712e-05
1714,yb_cut_mean_intTarget_1.0_mean*A20_2_A20_1_A17chengji_intTarget_1.0_mean,7.53712e-05
1715,yb_cut_mean_intTarget_0.0_mean*A15_intTarget_0.0_mean,7.53712e-05
1716,B6_intTarget_0.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,7.53712e-05
1717,B14_to_A20_2_A20_1_A17chengji_intTarget_4.0_mean,7.53712e-05
1718,yb_cut_mean_intTarget_3.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean,6.909027e-05
1719,B7_hnew_B5_hnew_intTarget_2.0_mean,6.909027e-05
1720,样本id_cut_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,6.909027e-05
1721,A9_5,6.909027e-05
1722,B5_3,6.909027e-05
1723,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean*A15_intTarget_1.0_mean,6.909027e-05
1724,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean*A15_intTarget_1.0_mean,6.909027e-05
1725,B10_2_B10_1_intTarget_1.0_mean,6.909027e-05
1726,A21_intTarget_1.0_mean,6.909027e-05
1727,B10_1_B9_2_B8chengji_1,6.909027e-05
1728,yb_cut_mean_intTarget_1.0_mean/A27_intTarget_1.0_mean,6.909027e-05
1729,B7_intTarget_0.0_mean*B7_intTarget_4.0_mean,6.909027e-05
1730,yb_cut_mean_intTarget_4.0_mean/A15_intTarget_0.0_mean,6.909027e-05
1731,A10_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,6.909027e-05
1732,B4_intTarget_1.0_mean,6.909027e-05
1733,yb_cut_mean_intTarget_0.0_mean*B5_intTarget_1.0_mean,6.909027e-05
1734,B14_to_B9_1_B7_hnew_B8chengji_intTarget_4.0_mean,6.909027e-05
1735,样本id_cut_66,6.909027e-05
1736,A5_3,6.909027e-05
1737,B14_to_A20_2_A20_1_A17chengji_intTarget_1.0_mean,6.909027e-05
1738,A6_intTarget_1.0_mean*yb_cut_mean_intTarget_4.0_mean,6.909027e-05
1739,A12_intTarget_1.0_mean,6.909027e-05
1740,yb_cut_mean_intTarget_4.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,6.909027e-05
1741,yb_cut_mean_intTarget_3.0_mean/A17_intTarget_1.0_mean,6.909027e-05
1742,yb_cut_mean_intTarget_0.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,6.909027e-05
1743,A10_intTarget_3.0_mean,6.909027e-05
1744,A26_hnew_A24_hnew_intTarget_0.0_mean,6.909027e-05
1745,yb_cut_mean_intTarget_3.0_mean/B6_intTarget_0.0_mean,6.909027e-05
1746,A24_hnew_A20_2_A22chengji_intTarget_1.0_mean,6.280933e-05
1747,A9_hnew_A7_hnew_A8chengji_intTarget_0.0_mean,6.280933e-05
1748,A24_hnew_A20_2_A22chengji_intTarget_3.0_mean,6.280933e-05
1749,yb_cut_mean_intTarget_4.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,6.280933e-05
1750,B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean/A15_intTarget_1.0_mean,6.280933e-05
1751,B7_intTarget_4.0_mean*B5_intTarget_1.0_mean,6.280933e-05
1752,B14_to_B8_intTarget_3.0_mean,6.280933e-05
1753,B14_to_A9_hnew_A7_hnew_A8chengji_intTarget_2.0_mean,6.280933e-05
1754,B4_1_A28_2_B1chengji_0,6.280933e-05
1755,yb_cut_mean_intTarget_2.0_mean*yb_cut_mean_intTarget_0.0_mean,6.280933e-05
1756,yb_cut_std_91,6.280933e-05
1757,yb_cut_mean_intTarget_0.0_mean*B6_intTarget_0.0_mean,6.280933e-05
1758,样本id_cut_intTarget_0.0_mean/yb_cut_mean_intTarget_2.0_mean,6.280933e-05
1759,yb_cut_mean_intTarget_1.0_mean*A12_intTarget_1.0_mean,6.280933e-05
1760,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_3.0_mean,6.280933e-05
1761,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean/A15_intTarget_1.0_mean,6.280933e-05
1762,A6_16,6.280933e-05
1763,B9_1_B7_hnew_intTarget_0.0_mean,6.280933e-05
1764,B14_to_A9_hnew_A7_hnew_intTarget_4.0_mean,6.280933e-05
1765,B9_1_B7_hnew_intTarget_4.0_mean,6.280933e-05
1766,样本id_cut_8,6.280933e-05
1767,A9_42,6.280933e-05
1768,B14_to_B9_2_B9_1_B8chengji_intTarget_3.0_mean,6.280933e-05
1769,yb_cut_mean_intTarget_3.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,6.280933e-05
1770,B7_hnew_B5_hnew_intTarget_1.0_mean,6.280933e-05
1771,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,5.6528403e-05
1772,b14/a1_a3_a4_a19_b1_b12*yb_cut_mean_intTarget_1.0_mean,5.6528403e-05
1773,yb_cut_mean_intTarget_4.0_mean/yb_cut_mean_intTarget_0.0_mean,5.6528403e-05
1774,样本id_cut_65,5.6528403e-05
1775,A5_22,5.6528403e-05
1776,A5_9,5.6528403e-05
1777,A5_intTarget_0.0_mean*A5_intTarget_2.0_mean,5.6528403e-05
1778,B10_1_B9_2_B8chengji_0,5.6528403e-05
1779,B5_0,5.6528403e-05
1780,A10_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,5.6528403e-05
1781,B5_intTarget_1.0_mean,5.6528403e-05
1782,样本id_cut_intTarget_1.0_mean/yb_cut_mean_intTarget_4.0_mean,5.6528403e-05
1783,yb_cut_mean_intTarget_3.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,5.6528403e-05
1784,样本id_cut_intTarget_2.0_mean*yb_cut_mean_intTarget_3.0_mean,5.6528403e-05
1785,B7_hnew_B5_hnew_2,5.6528403e-05
1786,B5_intTarget_0.0_mean/B5_intTarget_1.0_mean,5.6528403e-05
1787,B9_1_B7_hnew_4,5.6528403e-05
1788,B5_hnew_B4_2_0,5.6528403e-05
1789,A6_18,5.6528403e-05
1790,A11_1,5.6528403e-05
1791,B6_intTarget_0.0_mean,5.6528403e-05
1792,样本id_cut_1,5.6528403e-05
1793,A7_intTarget_0.0_mean,5.6528403e-05
1794,A26_3,5.6528403e-05
1795,yb_cut_mean_intTarget_1.0_mean*B6_intTarget_0.0_mean,5.6528403e-05
1796,A12_intTarget_0.0_mean*yb_cut_mean_intTarget_0.0_mean,5.6528403e-05
1797,B14_to_A7_intTarget_0.0_mean,5.6528403e-05
1798,A5_5,5.6528403e-05
1799,B10_2_B10_1_intTarget_3.0_mean,5.6528403e-05
1800,A9_hnew_A7_hnew_A8chengji_intTarget_2.0_mean,5.6528403e-05
1801,B14_to_A5_intTarget_3.0_mean,5.6528403e-05
1802,A28_intTarget_1.0_mean,5.6528403e-05
1803,A9_9,5.6528403e-05
1804,A9_3,5.024747e-05
1805,A11_hnew_A9_hnew_A10chengji_3,5.024747e-05
1806,B1_12,5.024747e-05
1807,yb_cut_mean_10,5.024747e-05
1808,样本id_cut_intTarget_0.0_mean/yb_cut_mean_intTarget_4.0_mean,5.024747e-05
1809,A21_intTarget_2.0_mean,5.024747e-05
1810,A25_4,5.024747e-05
1811,B14_to_A24_hnew_A20_2_intTarget_1.0_mean,5.024747e-05
1812,样本id_cut_intTarget_2.0_mean*yb_cut_mean_intTarget_0.0_mean,5.024747e-05
1813,A24_hnew_A20_2_intTarget_0.0_mean,5.024747e-05
1814,A24_hnew_A20_2_intTarget_3.0_mean,5.024747e-05
1815,B4_2_B4_1_B1chengji_11,5.024747e-05
1816,yb_cut_mean_intTarget_4.0_mean*A12_intTarget_1.0_mean,5.024747e-05
1817,A14_hnew_A11_hnew_A12chengji_intTarget_4.0_mean,5.024747e-05
1818,A24_hnew_A20_2_A22chengji_intTarget_4.0_mean,5.024747e-05
1819,A20_1_A16_hnew_2,5.024747e-05
1820,A9_49,5.024747e-05
1821,A5_intTarget_0.0_mean/A5_intTarget_2.0_mean,5.024747e-05
1822,B10_1_B9_2_8,5.024747e-05
1823,A17_intTarget_1.0_mean*yb_cut_mean_intTarget_0.0_mean,5.024747e-05
1824,A20_1_A16_hnew_9,5.024747e-05
1825,样本id_cut_92,5.024747e-05
1826,A9_32,5.024747e-05
1827,A26_hnew_A24_hnew_1,5.024747e-05
1828,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/B6_intTarget_0.0_mean,5.024747e-05
1829,样本id_cut_54,5.024747e-05
1830,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean,5.024747e-05
1831,B7_hnew_B5_hnew_B6chengji_intTarget_2.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean,5.024747e-05
1832,A6_intTarget_1.0_mean*yb_cut_mean_intTarget_1.0_mean,5.024747e-05
1833,样本id_cut_intTarget_4.0_mean*A15_intTarget_1.0_mean,5.024747e-05
1834,B10_1_B9_2_B8chengji_15,5.024747e-05
1835,B7_hnew_B5_hnew_B6chengji_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,5.024747e-05
1836,A8_intTarget_1.0_mean,5.024747e-05
1837,样本id_cut_intTarget_1.0_mean/yb_cut_mean_intTarget_2.0_mean,5.024747e-05
1838,B9_6,5.024747e-05
1839,B9_2_B9_1_13,4.3966535e-05
1840,B14_to_B8_intTarget_2.0_mean,4.3966535e-05
1841,yb_cut_mean_intTarget_2.0_mean/yb_cut_mean_intTarget_0.0_mean,4.3966535e-05
1842,B4_intTarget_2.0_mean,4.3966535e-05
1843,B4_2_B4_1_B1chengji_22,4.3966535e-05
1844,B14_to_B1_intTarget_1.0_mean,4.3966535e-05
1845,yb_cut_mean_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,4.3966535e-05
1846,样本id_cut_67,4.3966535e-05
1847,A9_28,4.3966535e-05
1848,B14_to_B11_1_B10_2_B8chengji_intTarget_2.0_mean,4.3966535e-05
1849,A19_intTarget_0.0_mean,4.3966535e-05
1850,B10_2_B10_1_intTarget_4.0_mean,4.3966535e-05
1851,B14_to_A28_2_A28_1_A27chengji_intTarget_1.0_mean,4.3966535e-05
1852,A26_6,4.3966535e-05
1853,yb_cut_mean_intTarget_4.0_mean/A12_intTarget_1.0_mean,4.3966535e-05
1854,A17_intTarget_1.0_mean*yb_cut_mean_intTarget_4.0_mean,4.3966535e-05
1855,A21_intTarget_4.0_mean,4.3966535e-05
1856,A22_intTarget_3.0_mean,4.3966535e-05
